[08/28 17:36:23 d2.utils.events]:  eta: 0:05:15  iter: 1459  total_loss: 0.9007  loss_cls: 0.3245  loss_box_reg: 0.2858  loss_mask: 0.1807  loss_rpn_cls: 0.01203  loss_rpn_loc: 0.1024  time: 0.2025  data_time: 0.0013  lr: 0.00025  max_mem: 1980M
[08/28 17:36:27 d2.utils.events]:  eta: 0:05:11  iter: 1479  total_loss: 0.9547  loss_cls: 0.3376  loss_box_reg: 0.2984  loss_mask: 0.1956  loss_rpn_cls: 0.01759  loss_rpn_loc: 0.1074  time: 0.2025  data_time: 0.0013  lr: 0.00025  max_mem: 1980M
[08/28 17:36:31 d2.utils.events]:  eta: 0:05:07  iter: 1499  total_loss: 0.8634  loss_cls: 0.2923  loss_box_reg: 0.2739  loss_mask: 0.1879  loss_rpn_cls: 0.00791  loss_rpn_loc: 0.08475  time: 0.2025  data_time: 0.0014  lr: 0.00025  max_mem: 1980M
[08/28 17:36:35 d2.utils.events]:  eta: 0:05:04  iter: 1519  total_loss: 0.9364  loss_cls: 0.3132  loss_box_reg: 0.2794  loss_mask: 0.1924  loss_rpn_cls: 0.01394  loss_rpn_loc: 0.1034  time: 0.2026  data_time: 0.0014  lr: 0.00025  max_mem: 1980M
[08/28 17:36:39 d2.utils.events]:  eta: 0:05:00  iter: 1539  total_loss: 0.8819  loss_cls: 0.3269  loss_box_reg: 0.2827  loss_mask: 0.1754  loss_rpn_cls: 0.01117  loss_rpn_loc: 0.09408  time: 0.2026  data_time: 0.0016  lr: 0.00025  max_mem: 1980M
[08/28 17:36:43 d2.utils.events]:  eta: 0:04:56  iter: 1559  total_loss: 0.9039  loss_cls: 0.3118  loss_box_reg: 0.2862  loss_mask: 0.1756  loss_rpn_cls: 0.008036  loss_rpn_loc: 0.09089  time: 0.2027  data_time: 0.0018  lr: 0.00025  max_mem: 1980M
[08/28 17:36:48 d2.utils.events]:  eta: 0:04:52  iter: 1579  total_loss: 0.8819  loss_cls: 0.3097  loss_box_reg: 0.287  loss_mask: 0.1895  loss_rpn_cls: 0.01319  loss_rpn_loc: 0.09675  time: 0.2027  data_time: 0.0017  lr: 0.00025  max_mem: 1980M
[08/28 17:36:52 d2.utils.events]:  eta: 0:04:48  iter: 1599  total_loss: 0.9256  loss_cls: 0.3073  loss_box_reg: 0.3096  loss_mask: 0.1826  loss_rpn_cls: 0.008541  loss_rpn_loc: 0.1019  time: 0.2028  data_time: 0.0014  lr: 0.00025  max_mem: 1980M
[08/28 17:36:56 d2.utils.events]:  eta: 0:04:44  iter: 1619  total_loss: 0.9121  loss_cls: 0.3107  loss_box_reg: 0.2808  loss_mask: 0.182  loss_rpn_cls: 0.01021  loss_rpn_loc: 0.1012  time: 0.2028  data_time: 0.0013  lr: 0.00025  max_mem: 1980M
[08/28 17:37:00 d2.utils.events]:  eta: 0:04:40  iter: 1639  total_loss: 0.8292  loss_cls: 0.2376  loss_box_reg: 0.2875  loss_mask: 0.1896  loss_rpn_cls: 0.006524  loss_rpn_loc: 0.09374  time: 0.2028  data_time: 0.0013  lr: 0.00025  max_mem: 1980M
